İl Kodu,Province,Work_Accident_Male,Work_Accident_Female,Occupational_Disease_Male,Occupational_Disease_Female,Fatality_Accident_Male,Fatality_Accident_Female,Fatality_Disease_Male,Fatality_Disease_Female,Year,Total_Work_Accidents,Total_Occupational_Diseases,Total_Fatalities_Accidents,Total_Fatalities_Diseases
1,Adana,11443,2072,5,0,49,1,0,0,2024,13515,5,50,0
2,Adıyaman,2466,197,1,0,19,0,0,0,2024,2663,1,19,0
3,Afyonkarahisar,2272,659,2,0,11,1,0,0,2024,2931,2,12,0
4,Ağrı,224,49,0,0,5,0,0,0,2024,273,0,5,0
5,Amasya,1405,255,0,0,3,0,0,0,2024,1660,0,3,0
6,Ankara,37447,12895,26,2,142,4,0,0,2024,50342,28,146,0
7,Antalya,30679,17092,2,2,69,7,0,0,2024,47771,4,76,0
8,Artvin,340,54,0,0,9,0,0,0,2024,394,0,9,0
9,Aydın,7470,2923,2,0,20,1,0,0,2024,10393,2,21,0
10,Balıkesir,5250,1962,2,1,39,8,0,0,2024,7212,3,47,0
11,Bilecik,3956,1220,15,0,8,0,0,0,2024,5176,15,8,0
12,Bingöl,328,70,0,0,2,0,0,0,2024,398,0,2,0
13,Bitlis,320,115,0,0,0,0,0,0,2024,435,0,0,0
14,Bolu,2987,1619,3,0,7,0,0,0,2024,4606,3,7,0
15,Burdur,828,279,0,0,12,0,0,0,2024,1107,0,12,0
16,Bursa,27236,10185,25,14,85,1,2,0,2024,37421,39,86,2
17,Çanakkale,2754,828,1,0,12,2,0,0,2024,3582,1,14,0
18,Çankırı,1012,224,0,0,4,0,0,0,2024,1236,0,4,0
19,Çorum,2316,602,6,0,8,0,0,0,2024,2918,6,8,0
20,Denizli,7714,2664,3,0,20,2,0,0,2024,10378,3,22,0
21,Diyarbakır,3138,606,1,0,30,0,0,0,2024,3744,1,30,0
22,Edirne,1498,718,0,0,1,0,0,0,2024,2216,0,1,0
23,Elazığ,1404,267,0,0,12,0,0,0,2024,1671,0,12,0
24,Erzincan,495,144,0,0,7,0,0,0,2024,639,0,7,0
25,Erzurum,1833,385,0,0,6,1,0,0,2024,2218,0,7,0
26,Eskişehir,7990,3173,14,2,18,0,0,0,2024,11163,16,18,0
27,Gaziantep,14296,1522,2,0,64,1,0,0,2024,15818,2,65,0
28,Giresun,1080,441,0,0,6,0,0,0,2024,1521,0,6,0
29,Gümüşhane,171,47,0,0,3,0,0,0,2024,218,0,3,0
30,Hakkari,159,10,0,0,2,0,0,0,2024,169,0,2,0
31,Hatay,6360,453,1,0,50,0,0,0,2024,6813,1,50,0
32,Isparta,1074,425,1,0,6,0,0,0,2024,1499,1,6,0
33,Mersin,17396,1620,3,0,58,2,1,0,2024,19016,3,60,1
34,İstanbul,111940,43029,187,88,309,8,0,0,2024,154969,275,317,0
35,İzmir,40607,14094,38,6,106,6,0,0,2024,54701,44,112,0
36,Kars,129,22,0,0,2,0,0,0,2024,151,0,2,0
37,Kastamonu,1464,319,1,0,3,0,0,0,2024,1783,1,3,0
38,Kayseri,14492,2624,5,1,33,2,0,0,2024,17116,6,35,0
39,Kırklareli,2657,937,2,1,13,0,0,0,2024,3594,3,13,0
40,Kırşehir,1494,154,1,0,4,0,0,0,2024,1648,1,4,0
41,Kocaeli,35994,10897,76,43,70,2,0,0,2024,46891,119,72,0
42,Konya,13549,3530,4,0,53,0,0,0,2024,17079,4,53,0
43,Kütahya,4517,1388,17,2,19,0,0,0,2024,5905,19,19,0
44,Malatya,3305,500,1,0,20,0,0,0,2024,3805,1,20,0
45,Manisa,16123,6566,14,2,34,0,0,0,2024,22689,16,34,0
46,Kahramanmaraş,5049,762,0,0,29,1,0,0,2024,5811,0,30,0
47,Mardin,658,68,0,0,16,0,0,0,2024,726,0,16,0
48,Muğla,8552,3556,1,0,28,2,0,0,2024,12108,1,30,0
49,Muş,137,68,0,0,2,0,0,0,2024,205,0,2,0
50,Nevşehir,1138,418,0,0,5,0,0,0,2024,1556,0,5,0
51,Niğde,1270,279,1,0,6,0,0,0,2024,1549,1,6,0
52,Ordu,1908,741,3,0,5,0,0,0,2024,2649,3,5,0
53,Rize,844,195,0,0,1,0,0,0,2024,1039,0,1,0
54,Sakarya,10436,3635,25,6,17,1,0,0,2024,14071,31,18,0
55,Samsun,5552,1559,8,0,16,0,0,0,2024,7111,8,16,0
56,Siirt,350,15,0,0,1,0,0,0,2024,365,0,1,0
57,Sinop,574,157,0,0,6,0,0,0,2024,731,0,6,0
58,Sivas,3529,487,0,1,14,0,0,0,2024,4016,1,14,0
59,Tekirdağ,16473,6282,18,6,38,1,0,0,2024,22755,24,39,0
60,Tokat,1150,467,4,26,10,0,0,0,2024,1617,30,10,0
61,Trabzon,2309,620,1,0,24,0,0,0,2024,2929,1,24,0
62,Tunceli,76,13,0,0,1,0,0,0,2024,89,0,1,0
63,Şanlıurfa,1882,202,1,0,23,0,0,0,2024,2084,1,23,0
64,Uşak,2886,1272,1,0,6,0,0,0,2024,4158,1,6,0
65,Van,981,493,0,0,10,0,0,0,2024,1474,0,10,0
66,Yozgat,1209,330,0,0,7,0,0,0,2024,1539,0,7,0
67,Zonguldak,8827,570,22,0,18,0,0,0,2024,9397,22,18,0
68,Aksaray,2142,279,0,0,11,0,0,0,2024,2421,0,11,0
69,Bayburt,178,66,0,0,3,0,0,0,2024,244,0,3,0
70,Karaman,1893,1018,0,0,3,0,0,0,2024,2911,0,3,0
71,Kırıkkale,1794,277,0,0,2,0,0,0,2024,2071,0,2,0
72,Batman,730,155,0,0,10,0,0,0,2024,885,0,10,0
73,Şırnak,491,17,0,0,18,0,0,0,2024,508,0,18,0
74,Bartın,1699,376,1,0,8,0,0,0,2024,2075,1,8,0
75,Ardahan,57,19,0,0,0,0,0,0,2024,76,0,0,0
76,Iğdır,130,25,1,0,3,0,0,0,2024,155,1,3,0
77,Yalova,11159,533,9,1,12,0,0,0,2024,11692,10,12,0
78,Karabük,2229,239,1,0,4,0,0,0,2024,2468,1,4,0
79,Kilis,543,89,0,0,2,0,0,0,2024,632,0,2,0
80,Osmaniye,2231,307,0,1,18,0,0,0,2024,2538,1,18,0
81,Düzce,4252,1292,6,3,13,0,0,0,2024,5544,9,13,0
1,Adana,10313,1618,3,0,44,1,0,0,2023,11931,3,45,0
2,Adıyaman,1056,153,0,0,10,1,0,0,2023,1209,0,11,0
3,Afyonkarahisar,1928,483,0,0,10,0,0,0,2023,2411,0,10,0
4,Ağrı,201,43,0,0,2,0,0,0,2023,244,0,2,0
5,Amasya,1483,215,0,0,9,0,0,0,2023,1698,0,9,0
6,Ankara,35980,10805,20,3,145,3,0,0,2023,46785,23,148,0
7,Antalya,27456,14224,2,0,77,4,0,0,2023,41680,2,81,0
8,Artvin,349,58,1,0,5,0,0,0,2023,407,1,5,0
9,Aydın,6970,2312,1,0,29,0,0,0,2023,9282,1,29,0
10,Balıkesir,5015,1562,2,1,33,2,0,0,2023,6577,3,35,0
11,Bilecik,4201,1164,4,0,11,0,0,0,2023,5365,4,11,0
12,Bingöl,315,58,0,0,2,0,0,0,2023,373,0,2,0
13,Bitlis,305,90,0,0,1,0,0,0,2023,395,0,1,0
14,Bolu,3060,1581,3,0,7,3,0,0,2023,4641,3,10,0
15,Burdur,849,204,0,0,5,0,0,0,2023,1053,0,5,0
16,Bursa,27583,9221,14,3,63,6,0,0,2023,36804,17,69,0
17,Çanakkale,2654,778,3,0,8,1,0,0,2023,3432,3,9,0
18,Çankırı,944,220,2,0,3,0,0,0,2023,1164,2,3,0
19,Çorum,2054,420,1,0,15,0,0,0,2023,2474,1,15,0
20,Denizli,7419,2230,4,0,21,3,0,0,2023,9649,4,24,0
21,Diyarbakır,2653,482,2,0,30,0,0,0,2023,3135,2,30,0
22,Edirne,1409,627,0,0,7,0,0,0,2023,2036,0,7,0
23,Elazığ,1315,261,0,0,16,1,0,0,2023,1576,0,17,0
24,Erzincan,500,112,1,0,2,0,0,0,2023,612,1,2,0
25,Erzurum,1834,275,0,0,7,0,0,0,2023,2109,0,7,0
26,Eskişehir,8178,2858,11,1,24,1,0,0,2023,11036,12,25,0
27,Gaziantep,12890,1120,2,0,52,0,0,0,2023,14010,2,52,0
28,Giresun,1038,348,1,0,8,0,0,0,2023,1386,1,8,0
29,Gümüşhane,175,31,0,0,1,0,0,0,2023,206,0,1,0
30,Hakkari,163,12,0,0,0,0,0,0,2023,175,0,0,0
31,Hatay,3986,298,4,0,53,4,0,0,2023,4284,4,57,0
32,Isparta,1086,338,0,0,14,0,0,0,2023,1424,0,14,0
33,Mersin,16097,1119,3,1,63,0,0,0,2023,17216,4,63,0
34,İstanbul,110201,37858,182,99,330,12,0,0,2023,148059,281,342,0
35,İzmir,40958,12177,36,6,102,4,0,0,2023,53135,42,106,0
36,Kars,127,22,1,0,2,0,0,0,2023,149,1,2,0
37,Kastamonu,1471,215,0,0,7,0,0,0,2023,1686,0,7,0
38,Kayseri,14178,2212,5,0,32,0,0,0,2023,16390,5,32,0
39,Kırklareli,2551,803,9,0,17,0,0,0,2023,3354,9,17,0
40,Kırşehir,1377,94,0,0,3,0,0,0,2023,1471,0,3,0
41,Kocaeli,34757,10026,114,60,66,2,0,0,2023,44783,174,68,0
42,Konya,12617,2728,5,0,66,0,0,0,2023,15345,5,66,0
43,Kütahya,4393,972,9,2,13,0,0,0,2023,5365,11,13,0
44,Malatya,2579,420,1,0,14,0,0,0,2023,2999,1,14,0
45,Manisa,17401,6196,13,1,38,2,0,0,2023,23597,14,40,0
46,Kahramanmaraş,3678,394,1,0,60,1,0,0,2023,4072,1,61,0
47,Mardin,653,89,0,0,20,0,0,0,2023,742,0,20,0
48,Muğla,7974,3129,5,1,30,1,0,0,2023,11103,6,31,0
49,Muş,160,53,0,0,5,0,0,0,2023,213,0,5,0
50,Nevşehir,914,243,1,0,12,0,0,0,2023,1157,1,12,0
51,Niğde,1072,207,0,0,11,0,0,0,2023,1279,0,11,0
52,Ordu,1693,572,0,0,8,0,0,0,2023,2265,0,8,0
53,Rize,810,170,0,0,6,0,0,0,2023,980,0,6,0
54,Sakarya,10160,3429,14,1,18,2,0,0,2023,13589,15,20,0
55,Samsun,5049,1134,4,2,20,1,0,0,2023,6183,6,21,0
56,Siirt,355,8,0,0,6,0,0,0,2023,363,0,6,0
57,Sinop,440,108,0,0,1,0,0,0,2023,548,0,1,0
58,Sivas,3440,439,2,0,9,0,0,0,2023,3879,2,9,0
59,Tekirdağ,16446,5700,15,6,31,1,0,0,2023,22146,21,32,0
60,Tokat,1282,501,0,5,6,0,0,0,2023,1783,5,6,0
61,Trabzon,2127,496,0,0,17,0,0,0,2023,2623,0,17,0
62,Tunceli,67,7,0,0,0,0,0,0,2023,74,0,0,0
63,Şanlıurfa,1470,170,0,0,18,0,0,0,2023,1640,0,18,0
64,Uşak,2879,1088,1,0,8,0,0,0,2023,3967,1,8,0
65,Van,879,244,0,0,13,0,0,0,2023,1123,0,13,0
66,Yozgat,850,208,0,0,6,0,0,0,2023,1058,0,6,0
67,Zonguldak,8135,524,45,1,11,1,0,0,2023,8659,46,12,0
68,Aksaray,1902,193,1,0,14,1,0,0,2023,2095,1,15,0
69,Bayburt,179,35,0,0,1,0,0,0,2023,214,0,1,0
70,Karaman,1639,882,0,0,12,0,0,0,2023,2521,0,12,0
71,Kırıkkale,1326,148,0,0,4,0,0,0,2023,1474,0,4,0
72,Batman,716,137,1,0,14,0,0,0,2023,853,1,14,0
73,Şırnak,467,14,0,0,22,0,0,0,2023,481,0,22,0
74,Bartın,1550,250,0,0,5,0,0,0,2023,1800,0,5,0
75,Ardahan,63,11,0,0,3,0,0,0,2023,74,0,3,0
76,Iğdır,118,7,1,0,9,0,0,0,2023,125,1,9,0
77,Yalova,8525,422,12,0,9,0,0,0,2023,8947,12,9,0
78,Karabük,2213,148,1,1,5,0,0,0,2023,2361,2,5,0
79,Kilis,424,73,0,0,3,0,0,0,2023,497,0,3,0
80,Osmaniye,1931,230,0,0,10,1,0,0,2023,2161,0,11,0
81,Düzce,4115,1125,8,4,13,0,0,0,2023,5240,12,13,0
1,Adana,8829,1360,7,0,42,1,0,0,2022,10189,7,43,0
2,Adıyaman,792,141,0,0,3,0,0,0,2022,933,0,3,0
3,Afyonkarahisar,1755,362,1,0,4,0,0,0,2022,2117,1,4,0
4,Ağrı,303,139,0,0,5,0,0,0,2022,442,0,5,0
5,Amasya,1166,257,0,0,1,0,0,0,2022,1423,0,1,0
6,Ankara,30349,8110,21,4,94,5,0,0,2022,38459,25,99,0
7,Antalya,21926,10609,1,0,62,3,0,0,2022,32535,1,65,0
8,Artvin,510,62,4,0,2,0,0,0,2022,572,4,2,0
9,Aydın,5647,1546,0,0,14,1,0,0,2022,7193,0,15,0
10,Balıkesir,4450,1338,3,0,23,0,0,0,2022,5788,3,23,0
11,Bilecik,4070,1015,20,0,7,0,0,0,2022,5085,20,7,0
12,Bingöl,298,49,0,0,0,0,0,0,2022,347,0,0,0
13,Bitlis,212,63,0,0,3,0,0,0,2022,275,0,3,0
14,Bolu,2826,1622,3,0,10,0,0,0,2022,4448,3,10,0
15,Burdur,731,143,1,0,5,0,0,0,2022,874,1,5,0
16,Bursa,24756,7918,47,25,66,0,1,0,2022,32674,72,66,1
17,Çanakkale,2623,682,12,0,6,0,0,0,2022,3305,12,6,0
18,Çankırı,839,218,1,0,2,0,0,0,2022,1057,1,2,0
19,Çorum,1881,345,7,1,5,0,0,0,2022,2226,8,5,0
20,Denizli,7375,2137,0,1,24,2,0,0,2022,9512,1,26,0
21,Diyarbakır,2310,376,1,0,16,1,0,0,2022,2686,1,17,0
22,Edirne,1255,652,0,0,6,1,0,0,2022,1907,0,7,0
23,Elazığ,1060,178,0,0,8,1,0,0,2022,1238,0,9,0
24,Erzincan,457,121,0,0,2,0,0,0,2022,578,0,2,0
25,Erzurum,1694,248,2,0,10,0,0,0,2022,1942,2,10,0
26,Eskişehir,7164,2307,12,0,15,2,0,0,2022,9471,12,17,0
27,Gaziantep,10814,783,0,1,45,1,0,0,2022,11597,1,46,0
28,Giresun,1063,341,0,1,8,0,0,1,2022,1404,1,8,1
29,Gümüşhane,212,39,0,0,1,0,0,0,2022,251,0,1,0
30,Hakkari,154,7,0,0,6,0,0,0,2022,161,0,6,0
31,Hatay,3775,321,4,0,23,0,0,0,2022,4096,4,23,0
32,Isparta,1033,237,0,0,5,0,0,0,2022,1270,0,5,0
33,Mersin,9597,799,6,0,50,0,0,0,2022,10396,6,50,0
34,İstanbul,99994,30703,173,64,240,5,1,0,2022,130697,237,245,1
35,İzmir,37254,10191,33,10,89,4,3,0,2022,47445,43,93,3
36,Kars,124,30,1,0,2,0,0,0,2022,154,1,2,0
37,Kastamonu,1205,196,1,0,8,0,0,0,2022,1401,1,8,0
38,Kayseri,12946,1677,5,0,28,1,0,0,2022,14623,5,29,0
39,Kırklareli,2411,770,4,0,8,0,0,0,2022,3181,4,8,0
40,Kırşehir,1292,107,1,0,5,0,0,0,2022,1399,1,5,0
41,Kocaeli,31476,7828,133,35,57,1,0,0,2022,39304,168,58,0
42,Konya,10498,1929,11,1,39,2,0,0,2022,12427,12,41,0
43,Kütahya,4568,903,26,0,9,0,0,0,2022,5471,26,9,0
44,Malatya,2558,572,0,0,13,0,0,0,2022,3130,0,13,0
45,Manisa,15270,4768,19,2,28,3,0,0,2022,20038,21,31,0
46,Kahramanmaraş,3914,489,1,1,17,1,1,0,2022,4403,2,18,1
47,Mardin,563,83,0,0,21,1,0,0,2022,646,0,22,0
48,Muğla,6607,2697,0,1,23,0,0,0,2022,9304,1,23,0
49,Muş,147,76,0,0,2,0,0,0,2022,223,0,2,0
50,Nevşehir,784,172,1,0,6,0,0,0,2022,956,1,6,0
51,Niğde,861,134,0,0,7,0,0,0,2022,995,0,7,0
52,Ordu,1515,418,1,0,11,0,0,0,2022,1933,1,11,0
53,Rize,734,129,0,0,7,0,0,0,2022,863,0,7,0
54,Sakarya,8639,2885,15,7,12,1,0,0,2022,11524,22,13,0
55,Samsun,4686,865,2,0,16,0,0,0,2022,5551,2,16,0
56,Siirt,376,16,0,0,2,0,0,0,2022,392,0,2,0
57,Sinop,369,107,1,0,2,0,0,0,2022,476,1,2,0
58,Sivas,2089,417,0,2,25,0,0,0,2022,2506,2,25,0
59,Tekirdağ,15062,4464,14,13,22,1,0,0,2022,19526,27,23,0
60,Tokat,1094,314,1,0,4,0,0,0,2022,1408,1,4,0
61,Trabzon,1936,349,2,1,11,1,0,0,2022,2285,3,12,0
62,Tunceli,71,5,0,0,0,0,0,0,2022,76,0,0,0
63,Şanlıurfa,1441,144,0,0,17,0,0,0,2022,1585,0,17,0
64,Uşak,2749,943,2,0,6,0,0,0,2022,3692,2,6,0
65,Van,699,228,1,0,11,0,1,0,2022,927,1,11,1
66,Yozgat,871,180,0,0,5,0,0,0,2022,1051,0,5,0
67,Zonguldak,7424,364,38,0,14,0,0,0,2022,7788,38,14,0
68,Aksaray,1491,221,0,0,7,0,0,0,2022,1712,0,7,0
69,Bayburt,184,33,0,0,1,0,0,0,2022,217,0,1,0
70,Karaman,1814,1046,1,0,5,0,0,0,2022,2860,1,5,0
71,Kırıkkale,875,105,0,0,4,0,0,0,2022,980,0,4,0
72,Batman,748,150,1,0,10,0,0,0,2022,898,1,10,0
73,Şırnak,357,16,0,0,20,0,0,0,2022,373,0,20,0
74,Bartın,1364,189,0,0,48,0,0,0,2022,1553,0,48,0
75,Ardahan,46,7,0,0,0,0,0,0,2022,53,0,0,0
76,Iğdır,120,10,0,0,9,0,0,0,2022,130,0,9,0
77,Yalova,6749,286,31,0,8,0,0,0,2022,7035,31,8,0
78,Karabük,2089,124,1,0,7,0,0,0,2022,2213,1,7,0
79,Kilis,349,38,0,0,4,0,0,0,2022,387,0,4,0
80,Osmaniye,1822,186,1,0,6,0,0,0,2022,2008,1,6,0
81,Düzce,3608,965,14,3,9,0,0,0,2022,4573,17,9,0
1,Adana,7744,1051,6,1,37,0,0,0,2021,8795,7,37,0
2,Adıyaman,649,117,0,0,6,0,0,0,2021,766,0,6,0
3,Afyonkarahisar,1560,281,2,0,6,0,1,0,2021,1841,2,6,1
4,Ağrı,155,22,0,0,3,0,0,0,2021,177,0,3,0
5,Amasya,876,113,1,0,4,0,0,0,2021,989,1,4,0
6,Ankara,27642,5783,29,2,107,4,1,0,2021,33425,31,111,1
7,Antalya,15540,6801,3,0,44,5,0,0,2021,22341,3,49,0
8,Artvin,1483,39,3,2,11,0,0,0,2021,1522,5,11,0
9,Aydın,4588,1032,5,0,14,0,0,0,2021,5620,5,14,0
10,Balıkesir,3793,959,5,0,20,1,0,0,2021,4752,5,21,0
11,Bilecik,3767,921,11,0,5,0,0,0,2021,4688,11,5,0
12,Bingöl,236,11,0,0,5,0,0,0,2021,247,0,5,0
13,Bitlis,157,18,0,0,3,0,0,0,2021,175,0,3,0
14,Bolu,2767,1261,3,2,7,0,1,0,2021,4028,5,7,1
15,Burdur,635,130,0,0,4,1,0,0,2021,765,0,5,0
16,Bursa,20844,6316,32,15,66,1,0,0,2021,27160,47,67,0
17,Çanakkale,3025,461,4,0,12,0,0,0,2021,3486,4,12,0
18,Çankırı,703,126,3,0,1,0,0,0,2021,829,3,1,0
19,Çorum,1611,239,2,0,9,0,0,0,2021,1850,2,9,0
20,Denizli,6722,1902,1,0,13,0,0,0,2021,8624,1,13,0
21,Diyarbakır,1916,280,3,0,12,0,2,0,2021,2196,3,12,2
22,Edirne,957,379,1,0,8,0,0,0,2021,1336,1,8,0
23,Elazığ,1362,149,2,0,13,1,2,0,2021,1511,2,14,2
24,Erzincan,446,92,0,0,5,0,0,0,2021,538,0,5,0
25,Erzurum,1581,128,4,0,9,1,0,0,2021,1709,4,10,0
26,Eskişehir,6683,1900,8,0,27,0,0,0,2021,8583,8,27,0
27,Gaziantep,9760,428,1,0,39,0,1,0,2021,10188,1,39,1
28,Giresun,892,144,1,0,8,0,0,0,2021,1036,1,8,0
29,Gümüşhane,245,12,0,0,2,0,0,0,2021,257,0,2,0
30,Hakkari,160,10,0,0,0,0,0,0,2021,170,0,0,0
31,Hatay,3020,175,7,1,36,0,4,1,2021,3195,8,36,5
32,Isparta,901,186,1,0,7,1,0,0,2021,1087,1,8,0
33,Mersin,5890,570,6,0,42,0,3,0,2021,6460,6,42,3
34,İstanbul,92990,23580,241,111,218,4,6,1,2021,116570,352,222,7
35,İzmir,33388,8067,48,8,67,1,2,1,2021,41455,56,68,3
36,Kars,138,20,0,0,0,0,0,0,2021,158,0,0,0
37,Kastamonu,1077,148,1,0,9,1,1,0,2021,1225,1,10,1
38,Kayseri,12693,1422,6,0,24,0,0,0,2021,14115,6,24,0
39,Kırklareli,2209,717,2,0,11,0,0,0,2021,2926,2,11,0
40,Kırşehir,1023,56,0,0,3,0,0,0,2021,1079,0,3,0
41,Kocaeli,28208,6031,166,83,47,0,0,0,2021,34239,249,47,0
42,Konya,9251,1479,11,2,39,0,1,1,2021,10730,13,39,2
43,Kütahya,3823,629,8,0,15,1,0,0,2021,4452,8,16,0
44,Malatya,2073,336,0,0,8,0,0,0,2021,2409,0,8,0
45,Manisa,14083,3672,17,3,25,0,1,0,2021,17755,20,25,1
46,Kahramanmaraş,3647,458,1,0,18,0,0,0,2021,4105,1,18,0
47,Mardin,513,46,1,0,14,0,0,0,2021,559,1,14,0
48,Muğla,6072,2458,1,0,22,1,0,0,2021,8530,1,23,0
49,Muş,118,42,0,0,3,0,0,0,2021,160,0,3,0
50,Nevşehir,656,89,1,0,3,0,0,0,2021,745,1,3,0
51,Niğde,745,73,0,0,6,0,0,0,2021,818,0,6,0
52,Ordu,1452,293,1,0,2,0,0,0,2021,1745,1,2,0
53,Rize,760,71,0,0,10,0,0,0,2021,831,0,10,0
54,Sakarya,7611,2235,34,6,18,0,0,0,2021,9846,40,18,0
55,Samsun,4155,582,0,1,21,2,0,0,2021,4737,1,23,0
56,Siirt,293,6,0,0,1,0,0,0,2021,299,0,1,0
57,Sinop,273,58,0,0,2,0,0,0,2021,331,0,2,0
58,Sivas,1750,282,0,0,9,0,0,0,2021,2032,0,9,0
59,Tekirdağ,14823,4208,23,8,27,5,0,0,2021,19031,31,32,0
60,Tokat,961,236,3,0,13,0,0,0,2021,1197,3,13,0
61,Trabzon,1968,294,1,0,7,0,1,0,2021,2262,1,7,1
62,Tunceli,56,9,0,0,2,0,0,0,2021,65,0,2,0
63,Şanlıurfa,1025,74,1,0,7,0,0,0,2021,1099,1,7,0
64,Uşak,2869,881,2,0,6,0,0,0,2021,3750,2,6,0
65,Van,543,126,1,0,9,1,1,0,2021,669,1,10,1
66,Yozgat,959,168,0,0,5,0,0,0,2021,1127,0,5,0
67,Zonguldak,6447,338,28,0,16,0,0,0,2021,6785,28,16,0
68,Aksaray,1447,132,2,0,8,0,0,0,2021,1579,2,8,0
69,Bayburt,156,28,0,0,2,0,0,0,2021,184,0,2,0
70,Karaman,1907,917,0,0,1,0,0,0,2021,2824,0,1,0
71,Kırıkkale,797,71,0,0,2,0,0,0,2021,868,0,2,0
72,Batman,610,104,1,0,10,0,0,0,2021,714,1,10,0
73,Şırnak,307,5,0,0,16,0,0,0,2021,312,0,16,0
74,Bartın,1214,151,1,0,3,0,1,0,2021,1365,1,3,1
75,Ardahan,37,15,0,0,1,0,0,0,2021,52,0,1,0
76,Iğdır,84,2,0,0,4,0,0,0,2021,86,0,4,0
77,Yalova,5975,217,22,1,6,0,0,0,2021,6192,23,6,0
78,Karabük,2278,137,3,0,6,0,0,0,2021,2415,3,6,0
79,Kilis,232,12,0,0,1,0,0,0,2021,244,0,1,0
80,Osmaniye,1915,248,1,0,11,1,1,0,2021,2163,1,12,1
81,Düzce,3157,747,11,9,7,0,1,0,2021,3904,20,7,1
1,Adana,6144,762,7,1,36,0,0,0,2020,6906,8,36,0
2,Adıyaman,478,74,0,0,6,0,0,0,2020,552,0,6,0
3,Afyonkarahisar,1171,161,1,0,16,0,0,0,2020,1332,1,16,0
